Group,Metric,Budget,Actual,% to Goal,Match
Ticket Revenue,Single,2500.0,3984.0,1.5936,FR0606US
Ticket Revenue,Total Paid,5000.0,5382.0,1.0764,FR0606US
Ticket Revenue,Comp,2000.0,1267.0,0.6335,FR0606US
Ticket Revenue,Total Distributed,7000.0,6649.0,0.949857143,FR0606US
Ticket Revenue,Drop Count,5600.0,5513.0,0.984464286,FR0606US
Ticket Revenue,Show Rate,0.8,0.83,1.03643405,FR0606US
Ticket Revenue,ATP,13.5,15.88,1.175936248,FR0606US
Ticket Revenue,Gross Ticket Revenue,67500.0,85440.0,1.265777778,FR0606US
Ticket Revenue,Amusement Taxes,-6136.0,-7767.0,1.265777778,FR0606US
Ticket Revenue,Park District Fee,0.0,0.0,0.0,FR0606US
Ticket Revenue,MLS Share of Revenue,0.0,0.0,0.0,FR0606US
Ticket Revenue,Net Ticket Revenue,61364.0,77673.0,1.265777778,FR0606US
Premium,Units Sold,0.0,0.0,0.0,FR0606US
Premium,Average Per Unit,0.0,0.0,0.0,FR0606US
Premium,Revenue Generated,0.0,0.0,0.0,FR0606US
Premium,Less Projected Expenses,0.0,0.0,0.0,FR0606US
Premium,Net Premium Revenue,0.0,0.0,0.0,FR0606US
Gross Per Cap,Merchandise Revenue,17808.0,16268.0,0.913522013,FR0606US
Gross Per Cap,Concessions Revenue,0.0,0.0,0.0,FR0606US
Gross Per Cap,Parking Revenue,39592.0,37950.0,0.958526975,FR0606US
Gross Per Cap,Total Gross Per Cap Revenue,57400.0,54218.0,0.94456446,FR0606US
Gross Per Cap,Merchandise Per Cap,3.18,2.950843461,0.927938195,FR0606US
Gross Per Cap,Concessions Per Cap,0.0,0.0,0.0,FR0606US
Gross Per Cap,Parking Per Cap,7.07,6.883729367,0.973653376,FR0606US
Gross Per Cap,Gross Per Cap,10.25,9.834572828,0.95947052,FR0606US
Net Per Cap,Merchandise Revenue,12712.0,7401.0,0.58220579,FR0606US
Net Per Cap,Concessions Revenue,0.0,0.0,0.0,FR0606US
Net Per Cap,Parking Revenue,27216.0,22772.0,0.83670341,FR0606US
Net Per Cap,Total Net Per Cap Revenue,39928.0,30173.0,0.755678221,FR0606US
Net Per Cap,Merchandise Per Cap,2.27,1.342463269,0.59139351,FR0606US
Net Per Cap,Concessions Per Cap,0.0,0.0,0.0,FR0606US
Net Per Cap,Parking Per Cap,4.86,4.13054961,0.849907327,FR0606US
Net Per Cap,Net Per Cap,7.13,5.473012879,0.767603489,FR0606US
Total,Total Net Matchday Revenue,101292.0,107845.0,1.064702389,FR0606US
Ticket Revenue,FSE,8075.0,8401.0,1.040371517,FIR0610
Ticket Revenue,Group,7243.0,3136.0,0.432969764,FIR0610
Ticket Revenue,Single,1207.0,2817.0,2.333885667,FIR0610
Ticket Revenue,Total Paid,16525.0,14354.0,0.868623298,FIR0610
Ticket Revenue,Comp,3000.0,2059.0,0.686333333,FIR0610
Ticket Revenue,Total Distributed,19525.0,16413.0,0.840614597,FIR0610
Ticket Revenue,Drop Count,14873.0,11905.0,0.800470667,FIR0610
Ticket Revenue,Show Rate,0.76,0.73,0.952244549,FIR0610
Ticket Revenue,ATP,28.98,29.73,1.025965345,FIR0610
Ticket Revenue,Gross Ticket Revenue,478817.0,426710.89,0.891177402,FIR0610
Ticket Revenue,Amusement Taxes,-51302.0,-45719.0,0.891177402,FIR0610
Ticket Revenue,Park District Fee,-29745.0,-23810.0,0.800470667,FIR0610
Ticket Revenue,MLS Share of Revenue,-39777.0,-35718.0,0.897960393,FIR0610
Ticket Revenue,Net Ticket Revenue,357993.0,321464.0,0.897960393,FIR0610
Premium,Units Sold,282.0,409.0,1.45035461,FIR0610
Premium,Average Per Unit,276.0,208.0,0.754015559,FIR0610
Premium,Revenue Generated,77706.0,84978.5,1.093589942,FIR0610
Premium,Less Projected Expenses,-45847.0,-50137.315,1.093589942,FIR0610
Premium,Net Premium Revenue,31859.0,34841.0,1.093589942,FIR0610
Gross Per Cap,Merchandise Revenue,70647.0,62029.0,0.878017885,FIR0610
Gross Per Cap,Concessions Revenue,375555.0,276541.0,0.736352838,FIR0610
Gross Per Cap,Parking Revenue,164495.0,151293.0,0.919740117,FIR0610
Gross Per Cap,Total Gross Per Cap Revenue,610697.0,489863.0,0.80213755,FIR0610
Gross Per Cap,Merchandise Per Cap,4.750159691,5.210341033,1.096877026,FIR0610
Gross Per Cap,Concessions Per Cap,25.25163982,23.22897942,0.91989984,FIR0610
Gross Per Cap,Parking Per Cap,11.06037183,12.70835783,1.14899915,FIR0610
Gross Per Cap,Gross Per Cap,41.06217134,41.14767829,1.002082378,FIR0610
Net Per Cap,Merchandise Revenue,23112.0,12712.0,0.550007286,FIR0610
Net Per Cap,Concessions Revenue,69536.0,59390.0,0.85409724,FIR0610
Net Per Cap,Parking Revenue,73618.0,66498.0,0.90328007,FIR0610
Net Per Cap,Total Net Per Cap Revenue,166265.0,138600.0,0.833603666,FIR0610
Net Per Cap,Merchandise Per Cap,1.554005607,1.067764805,0.68710486,FIR0610
Net Per Cap,Concessions Per Cap,4.675448143,4.988674183,1.066993801,FIR0610
Net Per Cap,Parking Per Cap,4.949935795,5.585686686,1.128436189,FIR0610
Net Per Cap,Net Per Cap,11.17938954,11.64212567,1.041391896,FIR0610
Total,Total Net Matchday Revenue,556118.0,494904.0,0.889926758,FIR0610
Ticket Revenue,FSE,7700.0,8162.0,1.06,FIR0708
Ticket Revenue,Group,7243.0,3992.0,0.551152837,FIR0708
Ticket Revenue,Single,1393.0,6174.0,4.432160804,FIR0708
Ticket Revenue,Total Paid,16336.0,18328.0,1.121939275,FIR0708
Ticket Revenue,Comp,3000.0,1819.0,0.606333333,FIR0708
Ticket Revenue,Total Distributed,19336.0,20147.0,1.041942491,FIR0708
Ticket Revenue,Drop Count,14702.0,14521.0,0.987661878,FIR0708
Ticket Revenue,Show Rate,0.76,0.72,0.947904407,FIR0708
Ticket Revenue,ATP,29.35,29.19,0.994318025,FIR0708
Ticket Revenue,Gross Ticket Revenue,479498.0,534910.92,1.115564444,FIR0708
Ticket Revenue,Amusement Taxes,-51375.0,-57312.0,1.115564444,FIR0708
Ticket Revenue,Park District Fee,-29405.0,-29042.0,0.987661878,FIR0708
Ticket Revenue,MLS Share of Revenue,-39872.0,-44856.0,1.12499704,FIR0708
Ticket Revenue,Net Ticket Revenue,358847.0,403701.0,1.12499704,FIR0708
Premium,Units Sold,282.0,313.0,1.109929078,FIR0708
Premium,Average Per Unit,276.0,240.0,0.870523031,FIR0708
Premium,Revenue Generated,77706.0,75081.0,0.966218825,FIR0708
Premium,Less Projected Expenses,-45847.0,-44297.79,0.966218825,FIR0708
Premium,Net Premium Revenue,31859.0,30783.0,0.966218825,FIR0708
Gross Per Cap,Merchandise Revenue,69835.0,78572.0,1.125118101,FIR0708
Gross Per Cap,Concessions Revenue,371237.0,300539.0,0.809560729,FIR0708
Gross Per Cap,Parking Revenue,162604.0,152235.0,0.93623089,FIR0708
Gross Per Cap,Total Gross Per Cap Revenue,603676.0,531346.0,0.880184539,FIR0708
Gross Per Cap,Merchandise Per Cap,4.749870769,5.410926245,1.13917336,FIR0708
Gross Per Cap,Concessions Per Cap,25.25010393,20.69685283,0.819673966,FIR0708
Gross Per Cap,Parking Per Cap,11.0596991,10.48378211,0.947926523,FIR0708
Gross Per Cap,Gross Per Cap,41.05967379,36.59156119,0.891180027,FIR0708
Net Per Cap,Merchandise Revenue,13314.0,19927.0,1.496731629,FIR0708
Net Per Cap,Concessions Revenue,68759.0,65436.0,0.951679357,FIR0708
Net Per Cap,Parking Revenue,72715.0,66650.0,0.916587844,FIR0708
Net Per Cap,Total Net Per Cap Revenue,154788.0,152014.0,0.982076383,FIR0708
Net Per Cap,Merchandise Per Cap,0.905561671,1.372314579,1.515429179,FIR0708
Net Per Cap,Concessions Per Cap,4.676708225,4.506326279,0.963567976,FIR0708
Net Per Cap,Parking Per Cap,4.945812675,4.589902555,0.928038091,FIR0708
Net Per Cap,Net Per Cap,10.52808257,10.46854341,0.994344729,FIR0708
Total,Total Net Matchday Revenue,545494.0,586498.0,1.075168817,FIR0708
Ticket Revenue,FSE,4710.0,4594.0,0.97537155,FIR0712
Ticket Revenue,Group,1155.0,2837.0,2.456277056,FIR0712
Ticket Revenue,Single,1150.0,2014.0,1.751304348,FIR0712
Ticket Revenue,Total Paid,7015.0,9445.0,1.34640057,FIR0712
Ticket Revenue,Comp,3000.0,1405.0,0.468333333,FIR0712
Ticket Revenue,Total Distributed,10015.0,10850.0,1.083374938,FIR0712
Ticket Revenue,Drop Count,6314.0,7349.0,1.164013622,FIR0712
Ticket Revenue,Show Rate,0.63,0.68,1.07443285,FIR0712
Ticket Revenue,ATP,33.35,31.2,0.935435378,FIR0712
Ticket Revenue,Gross Ticket Revenue,233981.0,294692.22,1.259470726,FIR0712
Ticket Revenue,Amusement Taxes,-25069.0,-31574.0,1.259470726,FIR0712
Ticket Revenue,Park District Fee,-12627.0,-14698.0,1.164013622,FIR0712
Ticket Revenue,MLS Share of Revenue,-19628.0,-24842.0,1.265611487,FIR0712
Ticket Revenue,Net Ticket Revenue,176656.0,223578.0,1.265611487,FIR0712
Premium,Units Sold,282.0,494.0,1.75177305,FIR0712
Premium,Average Per Unit,276.0,207.0,0.752913113,FIR0712
Premium,Revenue Generated,77706.0,102489.0,1.318932901,FIR0712
Premium,Less Projected Expenses,-45847.0,-60468.51,1.318932901,FIR0712
Premium,Net Premium Revenue,31859.0,42020.0,1.318932901,FIR0712
Gross Per Cap,Merchandise Revenue,34908.0,43775.0,1.25402382,FIR0712
Gross Per Cap,Concessions Revenue,210771.0,235536.0,1.117497189,FIR0712
Gross Per Cap,Parking Revenue,84807.0,73759.0,0.869723017,FIR0712
Gross Per Cap,Total Gross Per Cap Revenue,330486.0,353070.0,1.068335499,FIR0712
Gross Per Cap,Merchandise Per Cap,5.529064703,5.956613145,1.077327444,FIR0712
Gross Per Cap,Concessions Per Cap,33.38417676,32.05007484,0.960037897,FIR0712
Gross Per Cap,Parking Per Cap,13.43271719,10.03660362,0.747175979,FIR0712
Gross Per Cap,Gross Per Cap,52.34595866,48.0432916,0.917803262,FIR0712
Net Per Cap,Merchandise Revenue,8341.0,12163.0,1.458194694,FIR0712
Net Per Cap,Concessions Revenue,40472.0,48264.0,1.192524374,FIR0712
Net Per Cap,Parking Revenue,37134.0,29902.0,0.805232599,FIR0712
Net Per Cap,Total Net Per Cap Revenue,85947.0,90329.0,1.050975353,FIR0712
Net Per Cap,Merchandise Per Cap,1.321150069,1.655044224,1.252729923,FIR0712
Net Per Cap,Concessions Per Cap,6.410410823,6.567424139,1.024493487,FIR0712
Net Per Cap,Parking Per Cap,5.881700337,4.068798476,0.691772488,FIR0712
Net Per Cap,Net Per Cap,13.61326123,12.29126684,0.902889222,FIR0712
Total,Total Net Matchday Revenue,294463.0,355927.0,1.208732986,FIR0712
Ticket Revenue,FSE,5700.0,6093.0,1.068947368,FIR0715
Ticket Revenue,Group,3155.0,3976.0,1.26022187,FIR0715
Ticket Revenue,Single,1294.0,3596.0,2.778979907,FIR0715
Ticket Revenue,Total Paid,10149.0,13665.0,1.346438073,FIR0715
Ticket Revenue,Comp,3000.0,2567.0,0.855666667,FIR0715
Ticket Revenue,Total Distributed,13149.0,16232.0,1.234466499,FIR0715
Ticket Revenue,Drop Count,9134.0,13108.0,1.43506202,FIR0715
Ticket Revenue,Show Rate,0.69,0.81,1.162495719,FIR0715
Ticket Revenue,ATP,31.33,31.15,0.994183532,FIR0715
Ticket Revenue,Gross Ticket Revenue,317997.0,425672.87,1.338606559,FIR0715
Ticket Revenue,Amusement Taxes,-34071.0,-45608.0,1.338606559,FIR0715
Ticket Revenue,Park District Fee,-18268.0,-26216.0,1.43506202,FIR0715
Ticket Revenue,MLS Share of Revenue,-26566.0,-35385.0,1.331973709,FIR0715
Ticket Revenue,Net Ticket Revenue,239092.0,318464.0,1.331973709,FIR0715
Premium,Units Sold,282.0,394.0,1.397163121,FIR0715
Premium,Average Per Unit,276.0,238.0,0.862482837,FIR0715
Premium,Revenue Generated,77706.0,93638.0,1.205029213,FIR0715
Premium,Less Projected Expenses,-45847.0,-55246.42,1.205029213,FIR0715
Premium,Net Premium Revenue,31859.0,38392.0,1.205029213,FIR0715
Gross Per Cap,Merchandise Revenue,43387.0,63953.0,1.474031093,FIR0715
Gross Per Cap,Concessions Revenue,230641.0,278473.0,1.207388682,FIR0715
Gross Per Cap,Parking Revenue,101022.0,131403.0,1.300735958,FIR0715
Gross Per Cap,Total Gross Per Cap Revenue,375049.0,473829.0,1.263378162,FIR0715
Gross Per Cap,Merchandise Per Cap,4.749947997,4.878932713,1.027154974,FIR0715
Gross Per Cap,Concessions Per Cap,25.25051447,21.24450717,0.841349478,FIR0715
Gross Per Cap,Parking Per Cap,11.05987892,10.02464144,0.906397034,FIR0715
Gross Per Cap,Gross Per Cap,41.06034138,36.14808132,0.880364851,FIR0715
Net Per Cap,Merchandise Revenue,10370.0,19187.0,1.850325394,FIR0715
Net Per Cap,Concessions Revenue,42747.0,60271.0,1.409943252,FIR0715
Net Per Cap,Parking Revenue,45209.0,56802.0,1.256430805,FIR0715
Net Per Cap,Total Net Per Cap Revenue,98326.0,136260.0,1.385804335,FIR0715
Net Per Cap,Merchandise Per Cap,1.135280768,1.46379655,1.289369636,FIR0715
Net Per Cap,Concessions Per Cap,4.679948763,4.598032757,0.982496388,FIR0715
Net Per Cap,Parking Per Cap,4.949472408,4.333380378,0.875523697,FIR0715
Net Per Cap,Net Per Cap,10.76470194,10.39520969,0.96567557,FIR0715
Total,Total Net Matchday Revenue,369277.0,493116.0,1.335354799,FIR0715
Ticket Revenue,FSE,5600.0,5995.0,1.070535714,FR0731LS
Ticket Revenue,Group,1950.0,2022.0,1.036923077,FR0731LS
Ticket Revenue,Single,1950.0,3150.0,1.615384615,FR0731LS
Ticket Revenue,Total Paid,9500.0,11167.0,1.175473684,FR0731LS
Ticket Revenue,Comp,1500.0,1452.0,0.968,FR0731LS
Ticket Revenue,Total Distributed,11000.0,12619.0,1.147181818,FR0731LS
Ticket Revenue,Drop Count,8800.0,8810.0,1.001136364,FR0731LS
Ticket Revenue,Show Rate,0.8,0.7,0.872691972,FR0731LS
Ticket Revenue,ATP,30.0,30.03,1.000925286,FR0731LS
Ticket Revenue,Gross Ticket Revenue,285000.0,335319.98,1.176561333,FR0731LS
Ticket Revenue,Amusement Taxes,-30536.0,-30484.0,0.998294465,FR0731LS
Ticket Revenue,Park District Fee,0.0,0.0,0.0,FR0731LS
Ticket Revenue,MLS Share of Revenue,0.0,0.0,0.0,FR0731LS
Ticket Revenue,Net Ticket Revenue,254464.0,304836.0,1.197953358,FR0731LS
Premium,Units Sold,282.0,239.0,0.84751773,FR0731LS
Premium,Average Per Unit,276.0,160.0,0.579541684,FR0731LS
Premium,Revenue Generated,77706.0,38167.0,0.491171853,FR0731LS
Premium,Less Projected Expenses,-45847.0,-22518.53,0.491171853,FR0731LS
Premium,Net Premium Revenue,31859.0,15648.0,0.491171853,FR0731LS
Gross Per Cap,Merchandise Revenue,27189.0,22356.0,0.82224429,FR0731LS
Gross Per Cap,Concessions Revenue,0.0,0.0,0.0,FR0731LS
Gross Per Cap,Parking Revenue,60449.0,75285.0,1.245430032,FR0731LS
Gross Per Cap,Total Gross Per Cap Revenue,87638.0,97641.0,1.114139985,FR0731LS
Gross Per Cap,Merchandise Per Cap,3.089659091,2.537570942,0.821310982,FR0731LS
Gross Per Cap,Concessions Per Cap,0.0,0.0,0.0,FR0731LS
Gross Per Cap,Parking Per Cap,6.869204545,8.545402951,1.244016377,FR0731LS
Gross Per Cap,Gross Per Cap,9.958863636,11.08297389,1.112875354,FR0731LS
Net Per Cap,Merchandise Revenue,19409.0,7851.0,0.404503066,FR0731LS
Net Per Cap,Concessions Revenue,0.0,0.0,0.0,FR0731LS
Net Per Cap,Parking Revenue,46256.0,56929.0,1.230737634,FR0731LS
Net Per Cap,Total Net Per Cap Revenue,65665.0,64780.0,0.986522501,FR0731LS
Net Per Cap,Merchandise Per Cap,2.205568182,0.891146425,0.404043925,FR0731LS
Net Per Cap,Concessions Per Cap,0.0,0.0,0.0,FR0731LS
Net Per Cap,Parking Per Cap,5.256363636,6.461861521,1.229340656,FR0731LS
Net Per Cap,Net Per Cap,7.461931818,7.353007946,0.985402725,FR0731LS
Total,Total Net Matchday Revenue,351989.0,385265.0,1.094537312,FR0731LS
Ticket Revenue,FSE,0.0,0.0,0.0,FR0804LS
Ticket Revenue,Group,3000.0,1395.0,0.465,FR0804LS
Ticket Revenue,Single,13916.0,15447.0,1.110017246,FR0804LS
Ticket Revenue,Total Paid,16916.0,16842.0,0.995625443,FR0804LS
Ticket Revenue,Comp,1500.0,1575.0,1.05,FR0804LS
Ticket Revenue,Total Distributed,18416.0,18417.0,1.000054301,FR0804LS
Ticket Revenue,Drop Count,15224.0,16344.0,1.07356805,FR0804LS
Ticket Revenue,Show Rate,0.83,0.89,1.073509758,FR0804LS
Ticket Revenue,ATP,106.17,102.01,0.960808316,FR0804LS
Ticket Revenue,Gross Ticket Revenue,1795938.0,1718003.64,0.956605206,FR0804LS
Ticket Revenue,Amusement Taxes,-163267.0,-156182.0,0.956605206,FR0804LS
Ticket Revenue,Park District Fee,0.0,0.0,0.0,FR0804LS
Ticket Revenue,MLS Share of Revenue,0.0,0.0,0.0,FR0804LS
Ticket Revenue,Net Ticket Revenue,1632671.0,1561821.0,0.956605206,FR0804LS
Premium,Units Sold,282.0,83.0,0.294326241,FR0804LS
Premium,Average Per Unit,276.0,116.0,0.421539761,FR0804LS
Premium,Revenue Generated,77706.0,9641.0,0.124070213,FR0804LS
Premium,Less Projected Expenses,-45847.0,-5688.19,0.124070213,FR0804LS
Premium,Net Premium Revenue,31859.0,3953.0,0.124070213,FR0804LS
Gross Per Cap,Merchandise Revenue,60449.0,7955.0,0.131598538,FR0804LS
Gross Per Cap,Concessions Revenue,0.0,0.0,0.0,FR0804LS
Gross Per Cap,Parking Revenue,27189.0,133480.0,4.909338335,FR0804LS
Gross Per Cap,Total Gross Per Cap Revenue,87638.0,141435.0,1.613854721,FR0804LS
Gross Per Cap,Merchandise Per Cap,3.970638466,0.486722956,0.122580527,FR0804LS
Gross Per Cap,Concessions Per Cap,0.0,0.0,0.0,FR0804LS
Gross Per Cap,Parking Per Cap,1.78593011,8.166911405,4.572917696,FR0804LS
Gross Per Cap,Gross Per Cap,5.756568576,8.653634361,1.50326262,FR0804LS
Net Per Cap,Merchandise Revenue,34559.0,3535.0,0.102288839,FR0804LS
Net Per Cap,Concessions Revenue,0.0,0.0,0.0,FR0804LS
Net Per Cap,Parking Revenue,82364.0,107516.0,1.305376135,FR0804LS
Net Per Cap,Total Net Per Cap Revenue,116923.0,111051.0,0.949778914,FR0804LS
Net Per Cap,Merchandise Per Cap,2.270034157,0.216287323,0.095279325,FR0804LS
Net Per Cap,Concessions Per Cap,0.0,0.0,0.0,FR0804LS
Net Per Cap,Parking Per Cap,5.410141881,6.578316202,1.215923047,FR0804LS
Net Per Cap,Net Per Cap,7.680176038,6.794603524,0.884693722,FR0804LS
Total,Total Net Matchday Revenue,1781453.0,1676825.0,0.941268141,FR0804LS
Ticket Revenue,FSE,5325.0,5633.0,1.057840376,FIR0820
Ticket Revenue,Group,3657.0,3591.0,0.98195242,FIR0820
Ticket Revenue,Single,1294.0,5417.0,4.186244204,FIR0820
Ticket Revenue,Total Paid,10276.0,14641.0,1.424776178,FIR0820
Ticket Revenue,Comp,3000.0,1877.0,0.625666667,FIR0820
Ticket Revenue,Total Distributed,13276.0,16518.0,1.24420006,FIR0820
Ticket Revenue,Drop Count,9248.0,12001.0,1.29762986,FIR0820
Ticket Revenue,Show Rate,0.7,0.73,1.042943094,FIR0820
Ticket Revenue,ATP,31.4,29.15,0.928136884,FIR0820
Ticket Revenue,Gross Ticket Revenue,322688.0,426718.52,1.322387321,FIR0820
Ticket Revenue,Amusement Taxes,-34574.0,-45720.0,1.322387321,FIR0820
Ticket Revenue,Park District Fee,-18497.0,-24002.0,1.29762986,FIR0820
Ticket Revenue,MLS Share of Revenue,-26962.0,-35700.0,1.324085779,FIR0820
Ticket Revenue,Net Ticket Revenue,242656.0,321297.0,1.324085779,FIR0820
Premium,Units Sold,282.0,240.0,0.85106383,FIR0820
Premium,Average Per Unit,276.0,272.0,0.986485278,FIR0820
Premium,Revenue Generated,77706.0,65239.0,0.839561939,FIR0820
Premium,Less Projected Expenses,-45847.0,-38491.01,0.839561939,FIR0820
Premium,Net Premium Revenue,31859.0,26748.0,0.839561939,FIR0820
Gross Per Cap,Merchandise Revenue,43928.0,58452.0,1.33063513,FIR0820
Gross Per Cap,Concessions Revenue,233519.0,265449.0,1.136732526,FIR0820
Gross Per Cap,Parking Revenue,102190.0,138462.0,1.354941364,FIR0820
Gross Per Cap,Total Gross Per Cap Revenue,379638.0,462363.0,1.217906237,FIR0820
Gross Per Cap,Merchandise Per Cap,4.749794559,4.870605783,1.025435042,FIR0820
Gross Per Cap,Concessions Per Cap,25.2496988,22.11890676,0.876006757,FIR0820
Gross Per Cap,Parking Per Cap,11.04952208,11.53753854,1.044166296,FIR0820
Gross Per Cap,Gross Per Cap,41.04901544,38.52705108,0.938562123,FIR0820
Net Per Cap,Merchandise Revenue,12583.0,20973.0,1.666753225,FIR0820
Net Per Cap,Concessions Revenue,43281.0,57626.0,1.331460181,FIR0820
Net Per Cap,Parking Revenue,45791.0,60060.0,1.311614447,FIR0820
Net Per Cap,Total Net Per Cap Revenue,101655.0,138660.0,1.364024658,FIR0820
Net Per Cap,Merchandise Per Cap,1.360589776,1.747622698,1.284459672,FIR0820
Net Per Cap,Concessions Per Cap,4.679797587,4.801803914,1.026070856,FIR0820
Net Per Cap,Parking Per Cap,4.951215259,5.004574619,1.010777023,FIR0820
Net Per Cap,Net Per Cap,10.99160262,11.55400123,1.051166206,FIR0820
Total,Total Net Matchday Revenue,376170.0,486705.0,1.293842289,FIR0820
Ticket Revenue,FSE,4710.0,4390.0,0.932059448,FIR0830
Ticket Revenue,Group,1083.0,1725.0,1.592797784,FIR0830
Ticket Revenue,Single,1199.0,785.0,0.65471226,FIR0830
Ticket Revenue,Total Paid,6992.0,6900.0,0.986842105,FIR0830
Ticket Revenue,Comp,3000.0,1487.0,0.495666667,FIR0830
Ticket Revenue,Total Distributed,9992.0,8387.0,0.839371497,FIR0830
Ticket Revenue,Drop Count,6293.0,5241.0,0.832856598,FIR0830
Ticket Revenue,Show Rate,0.63,0.62,0.99223836,FIR0830
Ticket Revenue,ATP,33.55,30.45,0.907575536,FIR0830
Ticket Revenue,Gross Ticket Revenue,234579.0,210096.87,0.895633752,FIR0830
Ticket Revenue,Amusement Taxes,-25133.0,-22510.0,0.895633752,FIR0830
Ticket Revenue,Park District Fee,-12586.0,-10482.0,0.832856598,FIR0830
Ticket Revenue,MLS Share of Revenue,-19686.0,-17710.0,0.899647206,FIR0830
Ticket Revenue,Net Ticket Revenue,177174.0,159394.0,0.899647206,FIR0830
Premium,Units Sold,282.0,442.0,1.567375887,FIR0830
Premium,Average Per Unit,276.0,200.0,0.725792152,FIR0830
Premium,Revenue Generated,77706.0,88397.5,1.137589118,FIR0830
Premium,Less Projected Expenses,-45847.0,-52154.525,1.137589118,FIR0830
Premium,Net Premium Revenue,31859.0,36243.0,1.137589118,FIR0830
Gross Per Cap,Merchandise Revenue,29892.0,20682.0,0.691903953,FIR0830
Gross Per Cap,Concessions Revenue,158903.0,154435.0,0.971882217,FIR0830
Gross Per Cap,Parking Revenue,72747.0,46262.0,0.635930004,FIR0830
Gross Per Cap,Total Gross Per Cap Revenue,261542.0,221379.0,0.846439316,FIR0830
Gross Per Cap,Merchandise Per Cap,4.750150966,3.946235451,0.830760007,FIR0830
Gross Per Cap,Concessions Per Cap,25.25155734,29.46670483,1.166926239,FIR0830
Gross Per Cap,Parking Per Cap,11.56035469,8.826941423,0.76355282,FIR0830
Gross Per Cap,Gross Per Cap,41.56206299,42.2398817,1.016308592,FIR0830
Net Per Cap,Merchandise Revenue,10304.0,7347.0,0.712990839,FIR0830
Net Per Cap,Concessions Revenue,29451.0,29618.0,1.005670436,FIR0830
Net Per Cap,Parking Revenue,31128.0,16879.0,0.542244924,FIR0830
Net Per Cap,Total Net Per Cap Revenue,70883.0,53844.0,0.759612912,FIR0830
Net Per Cap,Merchandise Per Cap,1.637480035,1.401811868,0.856078754,FIR0830
Net Per Cap,Concessions Per Cap,4.680110603,5.651211601,1.20749531,FIR0830
Net Per Cap,Parking Per Cap,4.946605645,3.220568594,0.651066373,FIR0830
Net Per Cap,Net Per Cap,11.26419628,10.27359206,0.912057266,FIR0830
Total,Total Net Matchday Revenue,279917.0,249481.0,0.891268297,FIR0830
Ticket Revenue,FSE,5700.0,6310.0,1.107017544,FIR0923
Ticket Revenue,Group,3514.0,6258.0,1.780876494,FIR0923
Ticket Revenue,Single,1294.0,2794.0,2.159196291,FIR0923
Ticket Revenue,Total Paid,10508.0,15362.0,1.461933765,FIR0923
Ticket Revenue,Comp,3000.0,2378.0,0.792666667,FIR0923
Ticket Revenue,Total Distributed,13508.0,17740.0,1.313295825,FIR0923
Ticket Revenue,Drop Count,9457.0,13325.0,1.408979402,FIR0923
Ticket Revenue,Show Rate,0.7,0.75,1.072857596,FIR0923
Ticket Revenue,ATP,31.18,30.01,0.962607758,FIR0923
Ticket Revenue,Gross Ticket Revenue,327616.0,461043.77,1.407268784,FIR0923
Ticket Revenue,Amusement Taxes,-35102.0,-49398.0,1.407268784,FIR0923
Ticket Revenue,Park District Fee,-18914.0,-26650.0,1.408979402,FIR0923
Ticket Revenue,MLS Share of Revenue,-27360.0,-38500.0,1.407150526,FIR0923
Ticket Revenue,Net Ticket Revenue,246240.0,346497.0,1.407150526,FIR0923
Premium,Units Sold,282.0,378.0,1.340425532,FIR0923
Premium,Average Per Unit,276.0,220.0,0.796872236,FIR0923
Premium,Revenue Generated,77706.0,83001.5,1.068147891,FIR0923
Premium,Less Projected Expenses,-45847.0,-48970.885,1.068147891,FIR0923
Premium,Net Premium Revenue,31859.0,34031.0,1.068147891,FIR0923
Gross Per Cap,Merchandise Revenue,44921.0,70635.0,1.572435901,FIR0923
Gross Per Cap,Concessions Revenue,238797.0,289437.0,1.212062966,FIR0923
Gross Per Cap,Parking Revenue,104311.0,117400.0,1.125480534,FIR0923
Gross Per Cap,Total Gross Per Cap Revenue,388029.0,477472.0,1.23050676,FIR0923
Gross Per Cap,Merchandise Per Cap,4.749899547,5.300938086,1.116010567,FIR0923
Gross Per Cap,Concessions Per Cap,25.2502855,21.72135084,0.860241792,FIR0923
Gross Per Cap,Parking Per Cap,11.0297974,8.810506567,0.798791333,FIR0923
Gross Per Cap,Gross Per Cap,41.02998245,35.8327955,0.873331972,FIR0923
Net Per Cap,Merchandise Revenue,15491.0,24745.0,1.597402488,FIR0923
Net Per Cap,Concessions Revenue,44259.0,62359.0,1.40895637,FIR0923
Net Per Cap,Parking Revenue,46847.0,49526.0,1.057186159,FIR0923
Net Per Cap,Total Net Per Cap Revenue,106597.0,136630.0,1.281746155,FIR0923
Net Per Cap,Merchandise Per Cap,1.6379888,1.857037358,1.133730192,FIR0923
Net Per Cap,Concessions Per Cap,4.679926405,4.679849906,0.999983654,FIR0923
Net Per Cap,Parking Per Cap,4.953580341,3.716772983,0.750320521,FIR0923
Net Per Cap,Net Per Cap,11.27149555,10.25366025,0.909698292,FIR0923
Total,Total Net Matchday Revenue,384696.0,517157.0,1.344326544,FIR0923
Ticket Revenue,FSE,4709.0,6396.0,1.358250159,FIR1004
Ticket Revenue,Group,1369.0,9065.0,6.621621622,FIR1004
